Timestamp,UserID,Sentence,MeaningfulnessRating,SourceRating
9/17/2025 11:07:36,user_1758125145915_ygi6391b5,Tangible abstract ideas itch hydraulically.,1,0
9/17/2025 11:07:36,user_1758124822608_fyryc4t3i,Wooden metallic clouds digest clockwise.,5,0
9/17/2025 11:07:41,user_1758124822608_fyryc4t3i,Living dead statues breathe digitally.,3,1
9/17/2025 11:07:49,user_1758124819340_rgsvgdlel,Thoughtless bouncing fables sink gracefully.,2,0
9/17/2025 11:07:51,user_1758124822608_fyryc4t3i,Infinite largest integers dance politely.,2,0
9/17/2025 11:07:56,user_1758125145915_ygi6391b5,A rumor balanced the telescope backwards.,1,0
9/17/2025 11:07:59,user_1758124822608_fyryc4t3i,Brightly veracious lion fly cunningly.,5,0
9/17/2025 11:07:59,user_1758124836074_gmp2eo86u,More rugs have been debunked than in blue green dreams.,1,1
9/17/2025 11:08:00,user_1758124836074_gmp2eo86u,Odorless fragrant smells disappear loudly.,4,0
9/17/2025 11:08:03,user_1758124822608_fyryc4t3i,Odorless fragrant smells disappear loudly.,5,0
9/17/2025 11:08:03,user_1758124819340_rgsvgdlel,Brightly veracious lion fly cunningly.,4,0
9/17/2025 11:08:06,user_1758124843495_srcbljz55,There were umbrellas arguing under the algorithm.,3,0
9/17/2025 11:08:06,user_1758124836074_gmp2eo86u,Gentle cranky cat sing sleepily.,1,0
9/17/2025 11:08:10,user_1758124822608_fyryc4t3i,Stationary moving mountains sprint immovably.,4,0
9/17/2025 11:08:14,user_1758124819340_rgsvgdlel,Transparent opaque thoughts collide fragrantly.,2,0
9/17/2025 11:08:16,user_1758124822608_fyryc4t3i,An obedient rumor divided the staircase.,5,0
9/17/2025 11:08:17,user_1758125145915_ygi6391b5,Brightly veracious lion fly cunningly.,4,1
9/17/2025 11:08:17,user_1758124843495_srcbljz55,Prime composite numbers smile chemically.,1,0
9/17/2025 11:08:18,user_1758124876200_uif9e3991,An obedient rumor divided the staircase.,1,1
9/17/2025 11:08:21,user_1758124836074_gmp2eo86u,"As calculators blush, lint negotiates silence.",1,1
9/17/2025 11:08:22,user_1758124822608_fyryc4t3i,Let velvet measure tomorrow with raisins.,1,0
9/17/2025 11:08:23,user_1758124843495_srcbljz55,Even odd numbers bleed dryly.,1,0
9/17/2025 11:08:24,user_1758124819340_rgsvgdlel,Unknowable facts march pointlessly.,2,0
9/17/2025 11:08:24,user_1758125145915_ygi6391b5,"If butter forgets, planets applaud politely.",1,0
9/17/2025 11:08:28,user_1758124836074_gmp2eo86u,There were umbrellas arguing under the algorithm.,1,0
9/17/2025 11:08:31,user_1758124822608_fyryc4t3i,A rumor balanced the telescope backwards.,2,0
9/17/2025 11:08:33,user_1758124819340_rgsvgdlel,"Because pencils migrate, the river resumes duty.",2,0
9/17/2025 11:08:36,user_1758125145915_ygi6391b5,Finite endless lines stop perpetually.,3,1
9/17/2025 11:08:37,user_1758124836074_gmp2eo86u,Unknowable facts march pointlessly.,3,0
9/17/2025 11:08:51,user_1758124876200_uif9e3991,Unknowable facts march pointlessly.,3,1
9/17/2025 11:08:53,user_1758124819340_rgsvgdlel,Neither oxygen nor boredom files the horizon.,1,1
9/17/2025 11:08:57,user_1758125145915_ygi6391b5,The comet politely steals my staircase.,4,1
9/17/2025 11:09:02,user_1758124819340_rgsvgdlel,There were umbrellas arguing under the algorithm.,3,1
9/17/2025 11:09:03,user_1758124836074_gmp2eo86u,Stationary moving mountains sprint immovably.,2,1
9/17/2025 11:09:12,user_1758124819340_rgsvgdlel,Even odd numbers bleed dryly.,2,0
9/17/2025 11:09:13,user_1758124843495_srcbljz55,Opaque air drives restlessly among lakes.,3,1
9/17/2025 11:09:14,user_1758125145915_ygi6391b5,Thoughtless bouncing fables sink gracefully.,3,1
9/17/2025 11:09:16,user_1758124876200_uif9e3991,My mine mobbed my mean meme moment moving mightily.,1,0
9/17/2025 11:09:17,user_1758124836074_gmp2eo86u,Cactus slides toward the soap bridge upon each civilized dream.,1,1
9/17/2025 11:09:19,user_1758124819340_rgsvgdlel,Nonexistent tall freedoms lift monstrously.,2,0
9/17/2025 11:09:23,user_1758124819340_rgsvgdlel,Prime composite numbers smile chemically.,2,0
9/17/2025 11:09:27,user_1758124819340_rgsvgdlel,Wooden metallic clouds digest clockwise.,3,0
9/17/2025 11:09:41,user_1758124843495_srcbljz55,Since there is a sentence to be sentenced since sinners sensed the seriousness soon such sentence starts somewhere sideways.,2,0
9/17/2025 11:10:07,user_1758124819340_rgsvgdlel,A cautious echo paints thunder for breakfast.,3,0
9/17/2025 11:10:11,user_1758124876200_uif9e3991,Tangible abstract ideas itch hydraulically.,1,0
9/17/2025 11:10:13,user_1758124819340_rgsvgdlel,"After midnight, triangles borrow weather from whispers.",2,1
9/17/2025 11:10:21,user_1758124876200_uif9e3991,Flat curved planes wrinkle vertically.,4,1
9/17/2025 11:11:37,user_1758124819340_rgsvgdlel,Cactus slides toward the soap bridge upon each civilized dream.,1,0
9/17/2025 11:11:45,user_1758124819340_rgsvgdlel,Bottom of the space is up.,2,1
9/17/2025 11:11:55,user_1758124819340_rgsvgdlel,An obedient rumor divided the staircase.,2,0
